Entity,Code,Year,Gas Production - TWh
Bangladesh,BGD,2000,90.58188666666668
Bangladesh,BGD,2001,101.43208944444444
Bangladesh,BGD,2002,106.71137666666668
Bangladesh,BGD,2003,114.78429833333333
Bangladesh,BGD,2004,123.40231916666666
Bangladesh,BGD,2005,132.63357694444446
Bangladesh,BGD,2006,143.63368194444445
Bangladesh,BGD,2007,153.36370555555555
Bangladesh,BGD,2008,163.76420138888886
Bangladesh,BGD,2009,187.4673830555556
Bangladesh,BGD,2010,192.53727138888888
Bangladesh,BGD,2011,195.821495
Bangladesh,BGD,2012,213.3627925
Bangladesh,BGD,2013,219.52786638888887
Bangladesh,BGD,2014,230.22271583333333
Bangladesh,BGD,2015,258.5406275
Bangladesh,BGD,2016,264.50946555555555
Bangladesh,BGD,2017,265.9267238888889
Bangladesh,BGD,2018,265.81770416666666
Bangladesh,BGD,2019,252.84433916666663
Bangladesh,BGD,2020,247.1384813888889
Bolivia,BOL,1970,0.41868
Bolivia,BOL,1971,0.41868
Bolivia,BOL,1972,11.1648
Bolivia,BOL,1973,17.2124
Bolivia,BOL,1974,18.01487
Bolivia,BOL,1975,17.75901
Bolivia,BOL,1976,18.30562
Bolivia,BOL,1977,19.31743
Bolivia,BOL,1978,19.03831
Bolivia,BOL,1979,20.8177
Bolivia,BOL,1980,25.52785
Bolivia,BOL,1981,27.22583
Bolivia,BOL,1982,28.23764
Bolivia,BOL,1983,27.10953
Bolivia,BOL,1984,26.07446
Bolivia,BOL,1985,25.84186
Bolivia,BOL,1986,26.31869
Bolivia,BOL,1987,27.52821
Bolivia,BOL,1988,29.09826
Bolivia,BOL,1989,30.69157
Bolivia,BOL,1990,31.366110000000003
Bolivia,BOL,1991,31.18003
Bolivia,BOL,1992,28.31123361111111
Bolivia,BOL,1993,28.246837777777777
Bolivia,BOL,1994,30.458205
Bolivia,BOL,1995,30.433669166666668
Bolivia,BOL,1996,30.733115833333333
Bolivia,BOL,1997,25.904449166666662
Bolivia,BOL,1998,27.05500305555556
Bolivia,BOL,1999,21.78406055555556
Bolivia,BOL,2000,31.22402583333333
Bolivia,BOL,2001,45.47095305555556
Bolivia,BOL,2002,58.25845805555556
Bolivia,BOL,2003,66.95388666666666
Bolivia,BOL,2004,94.1988036111111
Bolivia,BOL,2005,116.21581333333332
Bolivia,BOL,2006,124.45292888888888
Bolivia,BOL,2007,133.30192555555556
Bolivia,BOL,2008,137.92018944444445
Bolivia,BOL,2009,118.81584305555556
Bolivia,BOL,2010,137.14502305555555
Bolivia,BOL,2011,150.3400125
Bolivia,BOL,2012,171.3978363888889
Bolivia,BOL,2013,195.75464166666663
Bolivia,BOL,2014,202.7682461111111
Bolivia,BOL,2015,195.60595694444444
Bolivia,BOL,2016,187.74545444444445
Bolivia,BOL,2017,182.3577483333333
Bolivia,BOL,2018,170.36033972222222
Bolivia,BOL,2019,149.5034372222222
Bolivia,BOL,2020,144.0965283333333
Brazil,BRA,1970,0.8110124999999999
Brazil,BRA,1971,1.2874822222222222
Brazil,BRA,1972,1.753814166666667
Brazil,BRA,1973,2.007255555555556
Brazil,BRA,1974,3.862446388888889
Brazil,BRA,1975,4.2071266666666665
Brazil,BRA,1976,4.845798888888889
Brazil,BRA,1977,6.031904722222222
Brazil,BRA,1978,7.937783888888888
Brazil,BRA,1979,8.698107777777777
Brazil,BRA,1980,10.16806777777778
Brazil,BRA,1981,9.123889444444444
Brazil,BRA,1982,13.037024166666663
Brazil,BRA,1983,17.629381944444443
Brazil,BRA,1984,20.51861333333333
Brazil,BRA,1985,25.73950583333333
Brazil,BRA,1986,29.97704555555556
Brazil,BRA,1987,33.484673888888885
Brazil,BRA,1988,33.697564722222225
Brazil,BRA,1989,34.54912777777778
Brazil,BRA,1990,31.455135833333333
Brazil,BRA,1991,32.700607500000004
Brazil,BRA,1992,37.04399444444445
Brazil,BRA,1993,43.39462694444445
Brazil,BRA,1994,47.39170166666666
Brazil,BRA,1995,52.304946388888894
Brazil,BRA,1996,57.15754777777778
Brazil,BRA,1997,62.21663305555556
Brazil,BRA,1998,65.17324972222222
Brazil,BRA,1999,76.52523333333333
Brazil,BRA,2000,77.09713111111111
Brazil,BRA,2001,78.73798055555555
Brazil,BRA,2002,95.1257575
Brazil,BRA,2003,103.34111305555555
Brazil,BRA,2004,113.65777777777777
Brazil,BRA,2005,112.41440722222222
Brazil,BRA,2006,114.78471611111112
Brazil,BRA,2007,115.57735083333333
Brazil,BRA,2008,143.7606972222222
Brazil,BRA,2009,122.76942444444444
Brazil,BRA,2010,150.20553361111112
Brazil,BRA,2011,172.26965222222222
Brazil,BRA,2012,198.3284958333333
Brazil,BRA,2013,219.4959444444445
Brazil,BRA,2014,233.4767608333333
Brazil,BRA,2015,238.04495027777776
Brazil,BRA,2016,241.2357772222222
Brazil,BRA,2017,271.8142186111111
Brazil,BRA,2018,251.6235675
Brazil,BRA,2019,257.46527055555555
Brazil,BRA,2020,239.281805
Brunei,BRN,1970,2.13525
Brunei,BRN,1971,2.11575
Brunei,BRN,1972,4.343624999999999
Brunei,BRN,1973,18.968625
Brunei,BRN,1974,41.17425
Brunei,BRN,1975,53.9955
Brunei,BRN,1976,71.214
Brunei,BRN,1977,81.72449999999999
Brunei,BRN,1978,80.101125
Brunei,BRN,1979,83.91824999999999
Brunei,BRN,1980,84.23025
Brunei,BRN,1981,81.549
Brunei,BRN,1982,81.45150000000001
Brunei,BRN,1983,84.95174999999999
Brunei,BRN,1984,85.96575
Brunei,BRN,1985,83.806125
Brunei,BRN,1986,84.0255
Brunei,BRN,1987,83.8305
Brunei,BRN,1988,87.09675
Brunei,BRN,1989,85.3515
Brunei,BRN,1990,87.023625
Brunei,BRN,1991,88.33500000000001
Brunei,BRN,1992,95.082
Brunei,BRN,1993,100.673625
Brunei,BRN,1994,101.31225
Brunei,BRN,1995,114.66975
Brunei,BRN,1996,113.67525
Brunei,BRN,1997,113.763
Brunei,BRN,1998,105.01725
Brunei,BRN,1999,109.47299999999998
Brunei,BRN,2000,110.1555
Brunei,BRN,2001,111.12075
Brunei,BRN,2002,111.72525
Brunei,BRN,2003,120.4515
Brunei,BRN,2004,119.26822194444443
Brunei,BRN,2005,117.0944247222222
Brunei,BRN,2006,122.56126583333334
Brunei,BRN,2007,119.47628527777778
Brunei,BRN,2008,118.4999736111111
Brunei,BRN,2009,111.28609277777778
Brunei,BRN,2010,119.75347694444444
Brunei,BRN,2011,124.78791
Brunei,BRN,2012,122.51276416666666
Brunei,BRN,2013,119.0131372222222
Brunei,BRN,2014,126.88146416666666
Brunei,BRN,2015,132.91452083333334
Brunei,BRN,2016,129.42844666666664
Brunei,BRN,2017,128.54908138888888
Brunei,BRN,2018,125.65272111111112
Brunei,BRN,2019,129.80136055555556
Brunei,BRN,2020,126.4078975
CIS,,1970,1875.0138644444444
CIS,,1971,2011.937380555556
CIS,,1972,2097.1889644444445
CIS,,1973,2238.3276977777778
CIS,,1974,2468.5069744444445
CIS,,1975,2740.061686388889
CIS,,1976,3040.194625
CIS,,1977,3277.4782
CIS,,1978,3525.569780555556
CIS,,1979,3851.448694444444
CIS,,1980,4122.387702777778
CIS,,1981,4407.506888888888
CIS,,1982,4742.829786111111
CIS,,1983,5074.363722222222
CIS,,1984,5564.086711111111
CIS,,1985,5546.542197222222
CIS,,1986,5974.474925
CIS,,1987,6390.539713888888
CIS,,1988,6810.842922222222
CIS,,1989,7065.637486111111
CIS,,1990,7309.3602694444435
CIS,,1991,7198.1563166666665
CIS,,1992,6949.996452777778
CIS,,1993,6799.623744444444
CIS,,1994,6433.161655555556
CIS,,1995,6247.539702777777
CIS,,1996,6390.786566666667
CIS,,1997,5961.192886111111
CIS,,1998,6138.807944444444
CIS,,1999,6280.9309277777775
CIS,,2000,6441.580719444445
CIS,,2001,6462.425511111111
CIS,,2002,6636.514255555556
CIS,,2003,6939.581738888888
CIS,,2004,7096.317977777778
CIS,,2005,7261.519588888888
CIS,,2006,7450.161430555555
CIS,,2007,7558.944074999999
CIS,,2008,7758.163497222222
CIS,,2009,6706.422008333333
CIS,,2010,7400.108641666667
CIS,,2011,7754.005180555556
CIS,,2012,7641.623652777777
CIS,,2013,7782.733480555556
CIS,,2014,7613.820963888888
CIS,,2015,7549.336683333334
CIS,,2016,7563.122038888889
CIS,,2017,8001.506686111111
CIS,,2018,8412.752652777777
CIS,,2019,8581.781766666667
CIS,,2020,8023.755580555556
Canada,CAN,1970,540.16275
Canada,CAN,1971,590.5500000000001
Canada,CAN,1972,666.75
Canada,CAN,1973,714.375
Canada,CAN,1974,699.5541
Canada,CAN,1975,714.5655
Canada,CAN,1976,720.852
Canada,CAN,1977,757.2375000000001
Canada,CAN,1978,730.7579999999999
Canada,CAN,1979,770.5725
Canada,CAN,1980,712.2795
Canada,CAN,1981,688.2765
Canada,CAN,1982,722.47125
Canada,CAN,1983,679.5135
Canada,CAN,1984,744.75975
Canada,CAN,1985,805.13682
Canada,CAN,1986,755.151525
Canada,CAN,1987,818.565165
Canada,CAN,1988,945.26862
Canada,CAN,1989,1004.2693275
Canada,CAN,1990,1034.4778649999998
Canada,CAN,1991,1088.785605
Canada,CAN,1992,1199.64708
Canada,CAN,1993,1320.6402975
Canada,CAN,1994,1429.4710425
Canada,CAN,1995,1527.4125
Canada,CAN,1996,1539.18075
Canada,CAN,1997,1597.309
Canada,CAN,1998,1656.041
Canada,CAN,1999,1705.402
Canada,CAN,2000,1763.04675
Canada,CAN,2001,1794.19225
Canada,CAN,2002,1807.22575
Canada,CAN,2003,1760.4699999999998
Canada,CAN,2004,1767.352
Canada,CAN,2005,1791.5245
Canada,CAN,2006,1793.974
Canada,CAN,2007,1746.79125
Canada,CAN,2008,1664.916
Canada,CAN,2009,1550.50825
Canada,CAN,2010,1495.91075
Canada,CAN,2011,1510.71325
Canada,CAN,2012,1503.052
Canada,CAN,2013,1519.2035
Canada,CAN,2014,1589.9160000000002
Canada,CAN,2015,1607.55675
Canada,CAN,2016,1719.83325
Canada,CAN,2017,1739.01975
Canada,CAN,2018,1767.76275
Canada,CAN,2019,1689.8585
Canada,CAN,2020,1651.9486941666669
China,CHN,1970,28.92576194444444
China,CHN,1971,37.69419861111111
China,CHN,1972,48.7807275
China,CHN,1973,60.27040305555556
China,CHN,1974,75.89233027777777
China,CHN,1975,89.19616527777777
China,CHN,1976,101.79449361111112
China,CHN,1977,122.1533922222222
China,CHN,1978,138.38003944444444
China,CHN,1979,146.2413963888889
China,CHN,1980,143.82251722222225
China,CHN,1981,128.40216333333333
China,CHN,1982,120.23844638888887
China,CHN,1983,123.06047194444444
China,CHN,1984,125.27777777777776
China,CHN,1985,130.31710916666668
China,CHN,1986,138.68239916666667
China,CHN,1987,139.9926252777778
China,CHN,1988,143.72173055555555
China,CHN,1989,151.67379555555553
China,CHN,1990,154.1833825
China,CHN,1991,156.11848583333335
China,CHN,1992,159.14208444444444
China,CHN,1993,168.9687808333333
China,CHN,1994,176.97123888888888
China,CHN,1995,180.9119961111111
China,CHN,1996,202.72222222222223
China,CHN,1997,228.81588
China,CHN,1998,234.62118972222223
China,CHN,1999,253.9621436111111
China,CHN,2000,274.13962638888887
China,CHN,2001,305.67576194444445
China,CHN,2002,329.1792036111111
China,CHN,2003,352.90437555555553
China,CHN,2004,417.8613569444444
China,CHN,2005,497.0796461111111
China,CHN,2006,590.1359391666666
China,CHN,2007,697.8466077777778
China,CHN,2008,809.3166174999999
China,CHN,2009,859.3974925
China,CHN,2010,965.4451819444444
China,CHN,2011,1061.656096388889
China,CHN,2012,1114.7807274999998
China,CHN,2013,1218.1071780555556
China,CHN,2014,1311.8085052777778
China,CHN,2015,1356.6887905555554
China,CHN,2016,1379.4161749999998
China,CHN,2017,1491.9948377777778
China,CHN,2018,1614.188544722222
China,CHN,2019,1775.5983283333333
China,CHN,2020,1940.142576111111
Colombia,COL,1970,12.49325
Colombia,COL,1971,13.0045
Colombia,COL,1972,15.8855
Colombia,COL,1973,16.46
Colombia,COL,1974,17.1255
Colombia,COL,1975,14.91575
Colombia,COL,1976,15.148
Colombia,COL,1977,17.17475
Colombia,COL,1978,22.80825
Colombia,COL,1979,26.056
Colombia,COL,1980,27.84475
Colombia,COL,1981,30.519
Colombia,COL,1982,32.536
Colombia,COL,1983,35.74549999999999
Colombia,COL,1984,36.34075
Colombia,COL,1985,37.0675
Colombia,COL,1986,36.12649999999999
Colombia,COL,1987,38.06925
Colombia,COL,1988,36.71075
Colombia,COL,1989,37.1025
Colombia,COL,1990,39.246
Colombia,COL,1991,38.8615
Colombia,COL,1992,39.809
Colombia,COL,1993,38.97375
Colombia,COL,1994,40.2045
Colombia,COL,1995,42.149
Colombia,COL,1996,45.4685
Colombia,COL,1997,56.74
Colombia,COL,1998,64.8955
Colombia,COL,1999,56.929
Colombia,COL,2000,57.35807361111111
Colombia,COL,2001,59.38993111111111
Colombia,COL,2002,59.986815
Colombia,COL,2003,57.49979944444445
Colombia,COL,2004,61.34820027777778
Colombia,COL,2005,64.46344277777779
Colombia,COL,2006,67.64682277777777
Colombia,COL,2007,72.57884222222222
Colombia,COL,2008,87.18864444444445
Colombia,COL,2009,101.11819694444443
Colombia,COL,2010,108.43387777777778
Colombia,COL,2011,105.45846444444445
Colombia,COL,2012,115.25647666666666
Colombia,COL,2013,132.23475916666666
Colombia,COL,2014,123.32834194444445
Colombia,COL,2015,116.10315833333334
Colombia,COL,2016,120.20202388888887
Colombia,COL,2017,122.8794625
Colombia,COL,2018,128.56518194444445
Colombia,COL,2019,131.93889416666667
Colombia,COL,2020,132.58293444444445
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
