Entity,Code,Year,Oil Production - TWh
Angola,AGO,2020,750.3203399831001
Argentina,ARG,1965,160.08414275060002
Argentina,ARG,1966,170.3093189976
Argentina,ARG,1967,185.6412682518
Argentina,ARG,1968,203.3806276223
Argentina,ARG,1969,210.5816027506
Argentina,ARG,1970,232.60601550120003
Argentina,ARG,1971,250.86912587410004
Argentina,ARG,1972,258.39574100240003
Argentina,ARG,1973,251.2216351283
Argentina,ARG,1974,245.9135427506
Argentina,ARG,1975,235.6302165036
Argentina,ARG,1976,237.4164241259
Argentina,ARG,1977,256.58065899760004
Argentina,ARG,1978,269.9306958741
Argentina,ARG,1979,282.35434312350003
Argentina,ARG,1980,293.8556110024
Argentina,ARG,1981,299.3140913753
Argentina,ARG,1982,297.3943392542
Argentina,ARG,1983,298.51081925420004
Argentina,ARG,1984,292.39865275060004
Argentina,ARG,1985,280.96475862470004
Argentina,ARG,1986,265.96245962710003
Argentina,ARG,1987,262.51917762230005
Argentina,ARG,1988,275.8607927506
Argentina,ARG,1989,281.79449899760004
Argentina,ARG,1990,295.82709650360005
Argentina,ARG,1991,301.00766000000004
Argentina,ARG,1992,337.74041349640004
Argentina,ARG,1993,361.3188348717
Argentina,ARG,1994,401.36293000000006
Argentina,ARG,1995,435.6241078789
Argentina,ARG,1996,474.6900800000001
Argentina,ARG,1997,504.5743676223
Argentina,ARG,1998,512.0464421211001
Argentina,ARG,1999,484.8414923905001
Argentina,ARG,2000,480.8711048261
Argentina,ARG,2001,510.8962581485
Argentina,ARG,2002,503.2772492993
Argentina,ARG,2003,501.1834709754001
Argentina,ARG,2004,477.13046942360006
Argentina,ARG,2005,457.8623615558
Argentina,ARG,2006,458.6077412814
Argentina,ARG,2007,444.4342710973
Argentina,ARG,2008,439.6697565460001
Argentina,ARG,2009,395.92778173310006
Argentina,ARG,2010,387.0292602875
Argentina,ARG,2011,362.685472799
Argentina,ARG,2012,358.6778843536
Argentina,ARG,2013,351.0625725651
Argentina,ARG,2014,346.4147263359
Argentina,ARG,2015,349.4313565572
Argentina,ARG,2016,332.97616515580006
Argentina,ARG,2017,316.8029333352
Argentina,ARG,2018,320.31754375820003
Argentina,ARG,2019,335.3491220949
Argentina,ARG,2020,321.4861731434
Asia Pacific,,1965,522.2455403028
Asia Pacific,,1966,581.6402986213
Asia Pacific,,1967,616.6964259607
Asia Pacific,,1968,721.6399486743001
Asia Pacific,,1969,830.6772727906999
Asia Pacific,,1970,1148.6549297474
Asia Pacific,,1971,1379.343174298
Asia Pacific,,1972,1624.507543617
Asia Pacific,,1973,1939.576546994
Asia Pacific,,1974,2067.826021931
Asia Pacific,,1975,2198.2176882070003
Asia Pacific,,1976,2508.10735482
Asia Pacific,,1977,2738.5406358110004
Asia Pacific,,1978,2862.0736840370005
Asia Pacific,,1979,2935.819936206
Asia Pacific,,1980,2847.719661243
Asia Pacific,,1981,2814.6220454420004
Asia Pacific,,1982,2756.823544747
Asia Pacific,,1983,2960.275380417
Asia Pacific,,1984,3255.489345414
Asia Pacific,,1985,3365.334436065
Asia Pacific,,1986,3488.1987104450004
Asia Pacific,,1987,3519.8414818630004
Asia Pacific,,1988,3557.666168151
Asia Pacific,,1989,3661.5282239100006
Asia Pacific,,1990,3791.295397565
Asia Pacific,,1991,3898.680604819
Asia Pacific,,1992,3892.5122482030006
Asia Pacific,,1993,3916.549902109
Asia Pacific,,1994,4025.684949859
Asia Pacific,,1995,4096.689217862
Asia Pacific,,1996,4232.7555600470005
Asia Pacific,,1997,4274.906790089
Asia Pacific,,1998,4256.51338336
Asia Pacific,,1999,4215.4976320860005
Asia Pacific,,2000,4438.421337178001
Asia Pacific,,2001,4395.320315274
Asia Pacific,,2002,4407.667778115
Asia Pacific,,2003,4361.967231404
Asia Pacific,,2004,4409.0288184070005
Asia Pacific,,2005,4453.457963051001
Asia Pacific,,2006,4425.670328456
Asia Pacific,,2007,4442.743470836001
Asia Pacific,,2008,4524.004845251
Asia Pacific,,2009,4490.904986023
Asia Pacific,,2010,4692.471571944
Asia Pacific,,2011,4603.208174866
Asia Pacific,,2012,4662.513559542001
Asia Pacific,,2013,4586.752658755001
Asia Pacific,,2014,4594.69318663
Asia Pacific,,2015,4649.482486464
Asia Pacific,,2016,4461.735750459001
Asia Pacific,,2017,4290.5607177540005
Asia Pacific,,2018,4194.972298656
Asia Pacific,,2019,4195.632552364
Asia Pacific,,2020,4106.931808871001
Australia,AUS,1965,4.02637533806
Australia,AUS,1966,5.176768290130001
Australia,AUS,1967,12.07912601418
Australia,AUS,1968,22.49412194583
Australia,AUS,1969,25.88384146228
Australia,AUS,1970,101.23457994498
Australia,AUS,1971,177.420345031
Australia,AUS,1972,189.3364652443
Australia,AUS,1973,237.1872259009
Australia,AUS,1974,234.6771874311
Australia,AUS,1975,251.4620157146
Australia,AUS,1976,257.49902462250003
Australia,AUS,1977,272.4299106518
Australia,AUS,1978,269.7096280658
Australia,AUS,1979,270.7033295743
Australia,AUS,1980,253.98469099350004
Australia,AUS,1981,247.3820875062
Australia,AUS,1982,243.9309087314
Australia,AUS,1983,237.447056034
Australia,AUS,1984,307.99940514810004
Australia,AUS,1985,356.8410825097
Australia,AUS,1986,318.80838215800003
Australia,AUS,1987,338.8720361053
Australia,AUS,1988,321.60831791620006
Australia,AUS,1989,303.3327607684
Australia,AUS,1990,352.09924308570004
Australia,AUS,1991,332.76972788750004
Australia,AUS,1992,327.94684969310003
Australia,AUS,1993,305.8865225721
Australia,AUS,1994,329.33911327870004
Australia,AUS,1995,310.11400873150006
Australia,AUS,1996,326.4059734318
Australia,AUS,1997,346.43538342560004
Australia,AUS,1998,328.0255119893
Australia,AUS,1999,319.4973057931
Australia,AUS,2000,431.3765421756
Australia,AUS,2001,399.1474766390001
Australia,AUS,2002,396.6678127054
Australia,AUS,2003,343.3505030145
Australia,AUS,2004,299.85921192120003
Australia,AUS,2005,294.55624023250004
Australia,AUS,2006,268.95714729480005
Australia,AUS,2007,286.44612334860005
Australia,AUS,2008,285.70679552610005
Australia,AUS,2009,280.42898429570005
Australia,AUS,2010,286.5355292062
Australia,AUS,2011,250.36956969110005
Australia,AUS,2012,248.6805274624
Australia,AUS,2013,207.12038088930004
Australia,AUS,2014,222.08168564880003
Australia,AUS,2015,197.5438145106
Australia,AUS,2016,180.6497802945
Australia,AUS,2017,163.5466212334
Australia,AUS,2018,170.88282220960002
Australia,AUS,2019,224.0765949004
Australia,AUS,2020,228.6271697867
Azerbaijan,AZE,1985,153.8649
Azerbaijan,AZE,1986,151.77150000000003
Azerbaijan,AZE,1987,161.7733
Azerbaijan,AZE,1988,159.79620000000003
Azerbaijan,AZE,1989,153.0508
Azerbaijan,AZE,1990,145.375
Azerbaijan,AZE,1991,136.928131
Azerbaijan,AZE,1992,130.205991
Azerbaijan,AZE,1993,119.222619
Azerbaijan,AZE,1994,111.215364
Azerbaijan,AZE,1995,106.550571
Azerbaijan,AZE,1996,105.83765200000002
Azerbaijan,AZE,1997,104.98401
Azerbaijan,AZE,1998,133.15187
Azerbaijan,AZE,1999,161.08713000000003
Azerbaijan,AZE,2000,163.62247000000002
Azerbaijan,AZE,2001,174.20577
Azerbaijan,AZE,2002,178.33442
Azerbaijan,AZE,2003,178.84614000000002
Azerbaijan,AZE,2004,179.78817
Azerbaijan,AZE,2005,258.351146
Azerbaijan,AZE,2006,375.272188
Azerbaijan,AZE,2007,504.2756370000001
Azerbaijan,AZE,2008,527.175107
Azerbaijan,AZE,2009,591.578558
Azerbaijan,AZE,2010,596.8201990000001
Azerbaijan,AZE,2011,536.0848500000001
Azerbaijan,AZE,2012,508.676429
Azerbaijan,AZE,2013,509.91735
Azerbaijan,AZE,2014,494.42502700000006
Azerbaijan,AZE,2015,488.691437
Azerbaijan,AZE,2016,481.802988
Azerbaijan,AZE,2017,454.60855900000007
Azerbaijan,AZE,2018,455.8762290000001
Azerbaijan,AZE,2019,441.874872
Azerbaijan,AZE,2020,408.2097836072
Brazil,BRA,1965,58.67557457477
Brazil,BRA,1966,71.63254404908001
Brazil,BRA,1967,90.14250045092
Brazil,BRA,1968,99.05111154954
Brazil,BRA,1969,108.03545830138002
Brazil,BRA,1970,102.25953257767002
Brazil,BRA,1971,107.04191862433
Brazil,BRA,1972,104.99713796726
Brazil,BRA,1973,106.48250518059
Brazil,BRA,1974,111.11110298058
Brazil,BRA,1975,108.28660090589
Brazil,BRA,1976,105.45652675864
Brazil,BRA,1977,101.61978845608
Brazil,BRA,1978,101.04517888218
Brazil,BRA,1979,104.67682717053
Brazil,BRA,1980,114.91550791767
Brazil,BRA,1981,134.21122739420002
Brazil,BRA,1982,163.5433668105
Brazil,BRA,1983,207.35084155080003
Brazil,BRA,1984,290.23806344940004
Brazil,BRA,1985,342.7414708503
Brazil,BRA,1986,360.371372615
Brazil,BRA,1987,358.5115272054
Brazil,BRA,1988,350.34324427210004
Brazil,BRA,1989,374.1655717519
Brazil,BRA,1990,396.9058714785001
Brazil,BRA,1991,392.2805673294
Brazil,BRA,1992,398.2203410637
Brazil,BRA,1993,406.4251134709
Brazil,BRA,1994,421.4717980146
Brazil,BRA,1995,436.1714524297
Brazil,BRA,1996,494.6624284455
Brazil,BRA,1997,530.2834527969001
Brazil,BRA,1998,612.6592179987001
Brazil,BRA,1999,691.9452284238
Brazil,BRA,2000,780.2454715839001
Brazil,BRA,2001,816.7413195380001
Brazil,BRA,2002,914.1956016402002
Brazil,BRA,2003,948.0191702985
Brazil,BRA,2004,940.914884199
Brazil,BRA,2005,1034.8538800589
Brazil,BRA,2006,1093.632989441
Brazil,BRA,2007,1104.9725705471
Brazil,BRA,2008,1148.9142307155
Brazil,BRA,2009,1229.102353259
Brazil,BRA,2010,1294.0446396040002
Brazil,BRA,2011,1324.0454097010002
Brazil,BRA,2012,1301.955849412
Brazil,BRA,2013,1275.9681678200002
Brazil,BRA,2014,1424.148966959
Brazil,BRA,2015,1537.3996065450003
Brazil,BRA,2016,1584.0059069600002
Brazil,BRA,2017,1655.142121965
Brazil,BRA,2018,1630.796555668
Brazil,BRA,2019,1753.506542979
Brazil,BRA,2020,1851.389996039
Brunei,BRN,1965,46.11264894582
Brunei,BRN,1966,55.36594594883001
Brunei,BRN,1967,59.99259445615
Brunei,BRN,1968,70.59543728718
Brunei,BRN,1969,71.55921571282
Brunei,BRN,1970,78.49918846217001
Brunei,BRN,1971,74.45087102408
Brunei,BRN,1972,105.39036916637
Brunei,BRN,1973,132.9791312382
Brunei,BRN,1974,113.27886190929
Brunei,BRN,1975,106.60954809071
Brunei,BRN,1976,123.5278072828
Brunei,BRN,1977,129.1274463155
Brunei,BRN,1978,136.49191412300002
Brunei,BRN,1979,148.1753582761
Brunei,BRN,1980,136.2488344463
Brunei,BRN,1981,98.43888683404
Brunei,BRN,1982,100.90604715693
Brunei,BRN,1983,101.63282625595
Brunei,BRN,1984,97.9255866892
Brunei,BRN,1985,95.09558841607
Brunei,BRN,1986,93.74967621873
Brunei,BRN,1987,87.97888729157
Brunei,BRN,1988,85.20506940816
Brunei,BRN,1989,84.88346927474001
Brunei,BRN,1990,86.03724784774
Brunei,BRN,1991,93.08701132098
Brunei,BRN,1992,103.77186985404
Brunei,BRN,1993,99.33859151918
Brunei,BRN,1994,101.65299393199
Brunei,BRN,1995,99.32617466827
Brunei,BRN,1996,93.99978921934002
Brunei,BRN,1997,92.58173772531
Brunei,BRN,1998,89.11289444589
Brunei,BRN,1999,103.6608053544
Brunei,BRN,2000,110.3081702694
Brunei,BRN,2001,115.73348820902
Brunei,BRN,2002,119.6538389312
Brunei,BRN,2003,122.04537467900002
Brunei,BRN,2004,120.0551340583
Brunei,BRN,2005,117.3795248609
Brunei,BRN,2006,125.6892594137
Brunei,BRN,2007,110.43321622711
Brunei,BRN,2008,99.55132954932
Brunei,BRN,2009,95.62808185229
Brunei,BRN,2010,97.98433693676002
Brunei,BRN,2011,94.01257622989
Brunei,BRN,2012,90.5703761291
Brunei,BRN,2013,76.48023961678001
Brunei,BRN,2014,71.56503959814
Brunei,BRN,2015,71.83905082989
Brunei,BRN,2016,68.59531178287
Brunei,BRN,2017,63.8204973663
Brunei,BRN,2018,62.94826674188
Brunei,BRN,2019,68.62962299266
Brunei,BRN,2020,62.56493860407
CIS,,1965,2824.78744
CIS,,1966,3083.1130000000003
CIS,,1967,3350.6030000000005
CIS,,1968,3595.996
CIS,,1969,3818.129
CIS,,1970,4105.84357
CIS,,1971,4384.51
CIS,,1972,4656.652
CIS,,1973,4989.27
CIS,,1974,5337.0070000000005
CIS,,1975,5708.01563
CIS,,1976,6043.843510000001
CIS,,1977,6347.6423700000005
CIS,,1978,6646.90553
CIS,,1979,6810.528000000001
CIS,,1980,7014.9834
CIS,,1981,7080.576600000001
CIS,,1982,7123.968130000001
CIS,,1983,7168.06909
CIS,,1984,7125.817300000001
CIS,,1985,6860.37418
CIS,,1986,7085.01926
CIS,,1987,7200.49353
CIS,,1988,7188.95657
CIS,,1989,6997.375580000001
CIS,,1990,6571.47335
CIS,,1991,5940.344651
CIS,,1992,5192.872921000001
CIS,,1993,4636.558849
CIS,,1994,4178.43803
CIS,,1995,4119.953086
CIS,,1996,4057.513942
CIS,,1997,4156.792274
CIS,,1998,4165.941595
CIS,,1999,4254.832011
CIS,,2000,4567.718849565001
CIS,,2001,4926.632934334
CIS,,2002,5392.20264273
CIS,,2003,5934.68763292
CIS,,2004,6465.655676014
CIS,,2005,6694.108711090001
CIS,,2006,6988.049096884001
CIS,,2007,7267.865674570999
CIS,,2008,7298.211841712001
CIS,,2009,7511.498046087001
CIS,,2010,7674.761653829
CIS,,2011,7705.076321115001
CIS,,2012,7753.4551021470015
CIS,,2013,7856.080308569
CIS,,2014,7890.355463033
CIS,,2015,7960.362812088
CIS,,2016,8096.002905469
CIS,,2017,8168.413100912001
CIS,,2018,8314.299759273
CIS,,2019,8366.387348468
CIS,,2020,7676.634916537
Canada,CAN,1965,510.2566863021
Canada,CAN,1966,560.7073527645001
Canada,CAN,1967,612.9142580837
Canada,CAN,1968,664.2978796571
Canada,CAN,1969,723.5958435790001
Canada,CAN,1970,814.8895504656001
Canada,CAN,1971,874.1546821997001
Canada,CAN,1972,1008.4739029827
Canada,CAN,1973,1166.658935234
Canada,CAN,1974,1097.7155507977
Canada,CAN,1975,948.726558652
Canada,CAN,1976,875.7927989844001
Canada,CAN,1977,878.9293584635001
Canada,CAN,1978,874.4582461337002
Canada,CAN,1979,1003.3732193272
Canada,CAN,1980,968.4241096196
Canada,CAN,1981,876.455441727
Canada,CAN,1982,867.1809495956002
Canada,CAN,1983,913.6585337063
Canada,CAN,1984,974.7762353546
Canada,CAN,1985,996.5191947783
Canada,CAN,1986,997.1099235322
Canada,CAN,1987,1050.1237123201
Canada,CAN,1988,1105.9544727228
Canada,CAN,1989,1077.176192867
Canada,CAN,1990,1078.7737992216
Canada,CAN,1991,1084.0847314127
Canada,CAN,1992,1129.9682210475
Canada,CAN,1993,1189.5297151870002
Canada,CAN,1994,1240.829661469
Canada,CAN,1995,1301.470534164
Canada,CAN,1996,1342.7245224990002
Canada,CAN,1997,1403.789169134
Canada,CAN,1998,1454.772322357
Canada,CAN,1999,1407.192194359
Canada,CAN,2000,1454.7484343370002
Canada,CAN,2001,1467.357316318
Canada,CAN,2002,1546.819023828
Canada,CAN,2003,1635.512739312
Canada,CAN,2004,1688.190123023
Canada,CAN,2005,1659.3553813780002
Canada,CAN,2006,1756.1113187310002
Canada,CAN,2007,1810.46874433
Canada,CAN,2008,1782.181137198
Canada,CAN,2009,1781.163716886
Canada,CAN,2010,1868.13130777
Canada,CAN,2011,1978.621431948
Canada,CAN,2012,2127.277531742
Canada,CAN,2013,2272.6139108380003
Canada,CAN,2014,2439.706629789
Canada,CAN,2015,2512.94555112
Canada,CAN,2016,2545.166661504
Canada,CAN,2017,2751.9354208570003
Canada,CAN,2018,2997.5751326990003
Canada,CAN,2019,3064.064947549
Canada,CAN,2020,2932.9324898150003
Chad,TCD,1999,0
Chad,TCD,2003,14.391079137360002
Chad,TCD,2004,102.74561150962
Chad,TCD,2005,105.92503597047
Chad,TCD,2006,93.54201439284
Chad,TCD,2007,87.68517985235
Chad,TCD,2008,77.81223021566001
Chad,TCD,2009,71.9553956868
Chad,TCD,2010,74.46546762774001
Chad,TCD,2011,69.44532374586001
Chad,TCD,2012,61.74776978434
Chad,TCD,2013,55.35866610381001
Chad,TCD,2014,54.24037006768
Chad,TCD,2015,67.56120760785
Chad,TCD,2016,71.3618004868
Chad,TCD,2017,60.108271111410005
Chad,TCD,2018,70.54890699463
Chad,TCD,2019,77.4949587915
Chad,TCD,2020,77.32600083803
China,CHN,1965,131.5353
China,CHN,1966,169.21650000000002
China,CHN,1967,161.42440000000002
China,CHN,1968,185.9637
China,CHN,1969,252.8362
China,CHN,1970,356.4595
China,CHN,1971,458.3383
China,CHN,1972,531.1421
China,CHN,1973,623.4843000000001
China,CHN,1974,754.2055
China,CHN,1975,896.2078000000001
China,CHN,1976,1013.6708
China,CHN,1977,1089.0332
China,CHN,1978,1210.1015
China,CHN,1979,1234.5245000000002
China,CHN,1980,1232.1985000000002
China,CHN,1981,1177.1886000000002
China,CHN,1982,1187.6556
China,CHN,1983,1233.5941
China,CHN,1984,1332.9143
China,CHN,1985,1452.5870000000002
China,CHN,1986,1519.9247
China,CHN,1987,1560.0482
China,CHN,1988,1593.8915000000002
China,CHN,1989,1600.7532
China,CHN,1990,1608.5453000000002
China,CHN,1991,1639.7137000000002
China,CHN,1992,1651.9252
China,CHN,1993,1675.0689000000002
China,CHN,1994,1698.9104000000002
China,CHN,1995,1733.1026000000002
China,CHN,1996,1843.5876000000003
China,CHN,1997,1862.3119
China,CHN,1998,1862.8934
China,CHN,1999,1863.3586
China,CHN,2000,1891.2706000000005
China,CHN,2001,1916.9729
China,CHN,2002,1940.65158
China,CHN,2003,1972.27355
China,CHN,2004,2024.21313
China,CHN,2005,2109.134227
China,CHN,2006,2148.825091
China,CHN,2007,2166.880666
China,CHN,2008,2214.8125480000003
China,CHN,2009,2203.7687
China,CHN,2010,2361.0528200000003
China,CHN,2011,2359.442065
China,CHN,2012,2412.96914
China,CHN,2013,2441.8264845500003
China,CHN,2014,2458.9192700000003
China,CHN,2015,2495.3328
China,CHN,2016,2322.33655
China,CHN,2017,2227.21478
China,CHN,2018,2199.30278
China,CHN,2019,2221.4928200000004
China,CHN,2020,2265.1634700000004
Colombia,COL,1965,123.91236532800002
Colombia,COL,1966,121.4621777457
Colombia,COL,1967,117.1743494476
Colombia,COL,1968,107.66777338582
Colombia,COL,1969,130.6503812084
Colombia,COL,1970,136.76792937820002
Colombia,COL,1971,135.7894385141
Colombia,COL,1972,123.01545856500002
Colombia,COL,1973,115.69473190856002
Colombia,COL,1974,105.52803758176002
Colombia,COL,1975,98.84857273865
Colombia,COL,1976,92.36291456516
Colombia,COL,1977,86.84423771931
Colombia,COL,1978,82.55640944447
Colombia,COL,1979,77.65603425661
Colombia,COL,1980,79.09724073174
Colombia,COL,1981,84.39405013701
Colombia,COL,1982,88.92848135053
Colombia,COL,1983,95.41989429225
Colombia,COL,1984,104.89469527508
Colombia,COL,1985,110.73356672233
Colombia,COL,1986,186.6893819946
Colombia,COL,1987,236.7988865938
Colombia,COL,1988,232.5338498393
Colombia,COL,1989,248.4372776388
Colombia,COL,1990,271.8334007412
Colombia,COL,1991,262.5844072685
Colombia,COL,1992,270.6158064974
Colombia,COL,1993,279.4891174757
Colombia,COL,1994,280.5261594585
Colombia,COL,1995,360.71125192180006
Colombia,COL,1996,387.9835711023
Colombia,COL,1997,405.1624918213
Colombia,COL,1998,469.9550412185
Colombia,COL,1999,508.2988929162
Colombia,COL,2000,421.9726493144
Colombia,COL,2001,369.9783260903
Colombia,COL,2002,354.0521067472
Colombia,COL,2003,331.3878715237
Colombia,COL,2004,324.488982389
Colombia,COL,2005,322.2987899695
Colombia,COL,2006,323.0625788221
Colombia,COL,2007,325.3199350731
Colombia,COL,2008,360.954464762
Colombia,COL,2009,410.7759314772
Colombia,COL,2010,481.3789226122001
Colombia,COL,2011,560.6425616856
Colombia,COL,2012,579.9017342244
Colombia,COL,2013,618.5937741661
Colombia,COL,2014,606.653615208
Colombia,COL,2015,615.961500791
Colombia,COL,2016,544.1410612524
Colombia,COL,2017,523.1395215393001
Colombia,COL,2018,530.1476911549
Colombia,COL,2019,542.6122501857
Colombia,COL,2020,479.9264323738
Congo,COG,1965,0.82573
Congo,COG,1966,0.72106
Congo,COG,1967,0.5815
Congo,COG,1968,0.50009
Congo,COG,1969,0.27912
Congo,COG,1970,0.22097
Congo,COG,1971,0.16282
Congo,COG,1972,3.907680000000001
Congo,COG,1973,24.318330000000003
Congo,COG,1974,28.55165
Congo,COG,1975,20.80607
Congo,COG,1976,24.423
Congo,COG,1977,19.06157
Congo,COG,1978,28.260900000000003
Congo,COG,1979,32.122060000000005
Congo,COG,1980,36.84384000000001
Congo,COG,1981,47.69463
Congo,COG,1982,52.95139
Congo,COG,1983,62.39495000000001
Congo,COG,1984,70.07075
Congo,COG,1985,69.04731000000001
Congo,COG,1986,69.21013
Congo,COG,1987,73.46671
Congo,COG,1988,81.85194000000001
Congo,COG,1989,92.59806
Congo,COG,1990,93.37727
Congo,COG,1991,93.66802
Congo,COG,1992,100.45994
Congo,COG,1993,110.92694000000002
Congo,COG,1994,111.20606
Congo,COG,1995,107.77521
Congo,COG,1996,120.47517
Congo,COG,1997,134.74518
Congo,COG,1998,158.15637
Congo,COG,1999,159.6448949793
Congo,COG,2000,157.21275622660002
Congo,COG,2001,145.8896608781
Congo,COG,2002,140.1275941253
Congo,COG,2003,128.003891205
Congo,COG,2004,133.398546952
Congo,COG,2005,146.1580069624
Congo,COG,2006,165.1391091087
Congo,COG,2007,133.5597579415
Congo,COG,2008,141.8599613604
Congo,COG,2009,163.89842710520003
Congo,COG,2010,186.5655008628
Congo,COG,2011,178.1521782489
Congo,COG,2012,165.62729475700002
Congo,COG,2013,143.3223448909
Congo,COG,2014,149.9277719096
Congo,COG,2015,138.78882842340002
Congo,COG,2016,138.2570851687
Congo,COG,2017,160.4962833179
Congo,COG,2018,196.9117187771
Congo,COG,2019,200.3478499601
Congo,COG,2020,183.2361549442
Denmark,DNK,1972,1.13660347041
Denmark,DNK,1973,1.70024700101
Denmark,DNK,1974,1.13349799292
Denmark,DNK,1975,1.70024700101
Denmark,DNK,1976,2.27320694082
Denmark,DNK,1977,5.667489987860001
Denmark,DNK,1978,4.53399199494
Denmark,DNK,1979,4.53399199494
Denmark,DNK,1980,3.40981041123
Denmark,DNK,1981,8.50123498179
Denmark,DNK,1982,19.26946594942
Denmark,DNK,1983,24.37020694082
Denmark,DNK,1984,26.710181572080003
Denmark,DNK,1985,34.00493991553
Denmark,DNK,1986,41.93942590086
Denmark,DNK,1987,52.707656880120005
Denmark,DNK,1988,54.55696662620001
Denmark,DNK,1989,63.47588784775001
Denmark,DNK,1990,68.57662883915
Denmark,DNK,1991,80.47835781133
Denmark,DNK,1992,89.22337249115
Denmark,DNK,1993,95.21383177744
Denmark,DNK,1994,104.84856475215
Denmark,DNK,1995,105.41531374861
Denmark,DNK,1996,118.20676106220002
Denmark,DNK,1997,130.352269651
Denmark,DNK,1998,134.8862616692
Denmark,DNK,1999,169.4579505463
Denmark,DNK,2000,206.29352998990004
Denmark,DNK,2001,197.2286515124
Denmark,DNK,2002,210.2638784775
Denmark,DNK,2003,208.5636315579
Denmark,DNK,2004,221.6376769044
Denmark,DNK,2005,215.3507329
Denmark,DNK,2006,195.8336158
Denmark,DNK,2007,176.41371387
Denmark,DNK,2008,163.23248121000003
Denmark,DNK,2009,150.06108753
Denmark,DNK,2010,141.38097888
Denmark,DNK,2011,127.2394106
Denmark,DNK,2012,116.06729533
Denmark,DNK,2013,100.98219678
Denmark,DNK,2014,94.55665667
Denmark,DNK,2015,89.43251356
Denmark,DNK,2016,80.53046962
Denmark,DNK,2017,78.35092621000001
Denmark,DNK,2018,65.67300506
Denmark,DNK,2019,58.35043142000001
Denmark,DNK,2020,40.9373674
Ecuador,ECU,1965,4.98672540252
Ecuador,ECU,1966,4.36338473302
Ecuador,ECU,1967,3.74004405189
Ecuador,ECU,1968,3.1252422912100006
Ecuador,ECU,1969,2.49336270126
Ecuador,ECU,1970,2.49336270126
Ecuador,ECU,1971,2.49336270126
Ecuador,ECU,1972,48.75377974055001
Ecuador,ECU,1973,130.2782012048
Ecuador,ECU,1974,110.33129955983
Ecuador,ECU,1975,100.35784875479
Ecuador,ECU,1976,117.5091101588
Ecuador,ECU,1977,114.43728757443
Ecuador,ECU,1978,126.6467043972
Ecuador,ECU,1979,134.12679243120002
Ecuador,ECU,1980,128.243778563
Ecuador,ECU,1981,132.2567704227
Ecuador,ECU,1982,132.2567704227
Ecuador,ECU,1983,149.08696873180003
Ecuador,ECU,1984,162.1639513511
Ecuador,ECU,1985,177.04700063180002
Ecuador,ECU,1986,184.5270887821
Ecuador,ECU,1987,109.19316546512
Ecuador,ECU,1988,191.90817551070003
Ecuador,ECU,1989,177.24584630130002
Ecuador,ECU,1990,180.5296479769
Ecuador,ECU,1991,189.6223614638
Ecuador,ECU,1992,203.0097904185
Ecuador,ECU,1993,217.78123903330004
Ecuador,ECU,1994,239.5981626984
Ecuador,ECU,1995,244.21894417310003
Ecuador,ECU,1996,243.3798383938
Ecuador,ECU,1997,245.2082288402
Ecuador,ECU,1998,237.7281406899
Ecuador,ECU,1999,236.4814593509
Ecuador,ECU,2000,251.1202229239
Ecuador,ECU,2001,254.7974868053
Ecuador,ECU,2002,245.0814327652
Ecuador,ECU,2003,261.28829028850004
Ecuador,ECU,2004,329.50938206110004
Ecuador,ECU,2005,332.3491273093
Ecuador,ECU,2006,334.6427825348
Ecuador,ECU,2007,319.3138734789
Ecuador,ECU,2008,316.20746279770003
Ecuador,ECU,2009,303.71644295830004
Ecuador,ECU,2010,303.7296931336
Ecuador,ECU,2011,311.7919327965
Ecuador,ECU,2012,315.1510605865
Ecuador,ECU,2013,328.463527911
Ecuador,ECU,2014,346.9226857754
Ecuador,ECU,2015,338.5331172039
Ecuador,ECU,2016,342.77146950490004
Ecuador,ECU,2017,331.18873812800007
Ecuador,ECU,2018,322.4165111555
Ecuador,ECU,2019,330.99574851240004
Ecuador,ECU,2020,299.62999439040004
Egypt,EGY,1965,75.33914
Egypt,EGY,1966,72.76891
Egypt,EGY,1967,64.90703
Egypt,EGY,1968,99.75051
Egypt,EGY,1969,142.99085
Egypt,EGY,1970,190.77852
Egypt,EGY,1971,173.89176
Egypt,EGY,1972,124.67360000000002
Egypt,EGY,1973,98.61077
Egypt,EGY,1974,86.67839000000001
Egypt,EGY,1975,136.46642
Egypt,EGY,1976,193.1743
Egypt,EGY,1977,243.067
Egypt,EGY,1978,292.95970000000005
Egypt,EGY,1979,304.00820000000004
Egypt,EGY,1980,346.3414
Egypt,EGY,1981,373.92776
Egypt,EGY,1982,387.44182
Egypt,EGY,1983,423.6809
Egypt,EGY,1984,486.55268
Egypt,EGY,1985,524.1292100000001
Egypt,EGY,1986,478.40005
Egypt,EGY,1987,537.8758700000001
Egypt,EGY,1988,514.4414200000001
Egypt,EGY,1989,517.7792300000001
Egypt,EGY,1990,529.1533700000001
Egypt,EGY,1991,528.2113400000001
Egypt,EGY,1992,534.80555
Egypt,EGY,1993,552.73901
Egypt,EGY,1994,540.76011
Egypt,EGY,1995,541.81844
Egypt,EGY,1996,524.2804
Egypt,EGY,1997,509.30096
Egypt,EGY,1998,499.64806
Egypt,EGY,1999,481.02843
Egypt,EGY,2000,452.60544815610007
Egypt,EGY,2001,437.28907938030005
Egypt,EGY,2002,433.1077880461
Egypt,EGY,2003,431.1529312352
Egypt,EGY,2004,405.1968382351001
