Entity,Code,Year,Oil production per capita (kWh)
Africa,,1900,0
Africa,,1901,0
Africa,,1902,0
Africa,,1903,0
Africa,,1904,0
Africa,,1905,0
Africa,,1906,0
Africa,,1907,0
Africa,,1908,0
Africa,,1909,0
Africa,,1910,0
Africa,,1911,0.241
Africa,,1912,2.243
Africa,,1913,1.037
Africa,,1914,7.945
Africa,,1915,2.374
Africa,,1916,4.648
Africa,,1917,10.827
Africa,,1918,22.111
Africa,,1919,17.478
Africa,,1920,11.475
Africa,,1921,13.983
Africa,,1922,13.153
Africa,,1923,11.499
Africa,,1924,12.169
Africa,,1925,13.258
Africa,,1926,12.519
Africa,,1927,13.217
Africa,,1928,18.878
Africa,,1929,19.059
Africa,,1930,19.62
Africa,,1931,19.6
Africa,,1932,18.153
Africa,,1933,15.816
Africa,,1934,14.445
Africa,,1935,11.693
Africa,,1936,11.609
Africa,,1937,10.898
Africa,,1938,14.16
Africa,,1939,40.938
Africa,,1940,56.121
Africa,,1941,72.735
Africa,,1942,69.292
Africa,,1943,74.112
Africa,,1944,76.78
Africa,,1945,75.28
Africa,,1946,70.355
Africa,,1947,72.031
Africa,,1948,100.402
Africa,,1949,120.128
Africa,,1950,135.244
Africa,,1951,120.892
Africa,,1952,122.58
Africa,,1953,121.972
Africa,,1954,101.623
Africa,,1955,91.016
Africa,,1956,84.072
Africa,,1957,117.8
Africa,,1958,193.499
Africa,,1959,244.525
Africa,,1960,566.353
Africa,,1961,947.626
Africa,,1962,1519.453
Africa,,1963,2183.981
Africa,,1964,3066.857
Africa,,1965,3857.915
Africa,,1966,4788.409
Africa,,1967,5136.592
Africa,,1968,6418.338
Africa,,1969,7956.455
Africa,,1970,9353.836
Africa,,1971,8528.607
Africa,,1972,8343.413
Africa,,1973,8515.377
Africa,,1974,7644.242
Africa,,1975,6827.262
Africa,,1976,7924.801
Africa,,1977,8083.545
Africa,,1978,7674.324
Africa,,1979,8204.574
Africa,,1980,7331.209
Africa,,1981,5659.424
Africa,,1982,5289.446
Africa,,1983,5212.067
Africa,,1984,5410.716
Africa,,1985,5468.808
Africa,,1986,5301.377
Africa,,1987,5164.562
Africa,,1988,5235.769
Africa,,1989,5621.783
Africa,,1990,5864.002
Africa,,1991,5923.585
Africa,,1992,5879.95
Africa,,1993,5655.57
Africa,,1994,5502.348
Africa,,1995,5452.553
Africa,,1996,5490.601
Africa,,1997,5481.289
Africa,,1998,5366.581
Africa,,1999,5089.233
Africa,,2000,5328.76
Africa,,2001,5148.892
Africa,,2002,5059.636
Africa,,2003,5370.582
Africa,,2004,5831.577
Africa,,2005,5899.356
Africa,,2006,5888.816
Africa,,2007,5863.071
Africa,,2008,5775.157
Africa,,2009,5416.449
Africa,,2010,5450.08
Africa,,2011,4428.164
Africa,,2012,4699.551
Africa,,2013,4240.863
Africa,,2014,3940.439
Africa,,2015,3797.611
Africa,,2016,3503.288
Africa,,2017,3608.502
Africa,,2018,3586.996
Africa,,2019,3570.196
Africa,,2020,2839.492
Albania,ALB,1900,0
Albania,ALB,1901,0
Albania,ALB,1902,0
Albania,ALB,1903,0
Albania,ALB,1904,0
Albania,ALB,1905,0
Albania,ALB,1906,0
Albania,ALB,1907,0
Albania,ALB,1908,0
Albania,ALB,1909,0
Albania,ALB,1910,0
Albania,ALB,1911,0
Albania,ALB,1912,0
Albania,ALB,1913,0
Albania,ALB,1914,0
Albania,ALB,1915,0
Albania,ALB,1916,0
Albania,ALB,1917,0
Albania,ALB,1918,0
Albania,ALB,1919,0
Albania,ALB,1920,0
Albania,ALB,1921,0
Albania,ALB,1922,0
Albania,ALB,1923,0
Albania,ALB,1924,0
Albania,ALB,1925,0
Albania,ALB,1926,0
Albania,ALB,1927,0
Albania,ALB,1928,0
Albania,ALB,1929,0
Albania,ALB,1930,0
Albania,ALB,1931,0
Albania,ALB,1932,0
Albania,ALB,1933,22.536
Albania,ALB,1934,22.306
Albania,ALB,1935,66.235
Albania,ALB,1936,447.991
Albania,ALB,1937,1016.627
Albania,ALB,1938,1220.357
Albania,ALB,1939,1493.451
Albania,ALB,1940,2367.628
Albania,ALB,1941,2092.349
Albania,ALB,1942,2477.55
Albania,ALB,1943,1527.415
Albania,ALB,1944,499.716
Albania,ALB,1945,394.99
Albania,ALB,1946,1473.247
Albania,ALB,1947,2911.243
Albania,ALB,1948,2162.073
Albania,ALB,1949,3104.698
Albania,ALB,1950,1215.33
Albania,ALB,1951,1102.029
Albania,ALB,1952,1316.682
Albania,ALB,1953,1294.032
Albania,ALB,1954,1471.729
Albania,ALB,1955,1703.561
Albania,ALB,1956,2120.177
Albania,ALB,1957,3798.681
Albania,ALB,1958,3037.016
Albania,ALB,1959,3506.927
Albania,ALB,1960,5174.924
Albania,ALB,1961,5318.583
Albania,ALB,1962,5253.892
Albania,ALB,1963,4877.85
Albania,ALB,1964,4819.424
Albania,ALB,1965,5041.659
Albania,ALB,1966,5290.07
Albania,ALB,1967,5725.563
Albania,ALB,1968,6435.848
Albania,ALB,1969,7239.199
Albania,ALB,1970,8041.006
Albania,ALB,1971,8750.816
Albania,ALB,1972,11093.113
Albania,ALB,1973,10625.07
Albania,ALB,1974,8726.752
Albania,ALB,1975,8776.518
Albania,ALB,1976,8964.376
Albania,ALB,1977,9004.111
Albania,ALB,1978,9492.586
Albania,ALB,1979,9295.134
Albania,ALB,1980,11102.109
Albania,ALB,1981,10852.037
Albania,ALB,1982,15483.452
Albania,ALB,1983,17796.537
Albania,ALB,1984,12819.447
Albania,ALB,1985,12502.319
Albania,ALB,1986,12196.23
Albania,ALB,1987,11665.275
Albania,ALB,1988,9304.547
Albania,ALB,1989,9738.557
Albania,ALB,1990,6162.837
Albania,ALB,1991,3909.88
Albania,ALB,1992,2293.949
Albania,ALB,1993,2323.975
Albania,ALB,1994,2359.928
Albania,ALB,1995,2168.542
Albania,ALB,1996,2075.242
Albania,ALB,1997,1996.081
Albania,ALB,1998,1367.158
Albania,ALB,1999,1205.251
Albania,ALB,2000,1223.472
Albania,ALB,2001,1283.797
Albania,ALB,2002,1373.559
Albania,ALB,2003,1454.23
Albania,ALB,2004,1459.146
Albania,ALB,2005,1530.821
Albania,ALB,2006,1706.34
Albania,ALB,2007,1428.24
Albania,ALB,2008,1352.59
Albania,ALB,2009,1209.934
Albania,ALB,2010,2483.021
Albania,ALB,2011,3576.207
Albania,ALB,2012,3910.704
Albania,ALB,2013,3953.877
Albania,ALB,2014,4779.512
Albania,ALB,2015,4708.457
Albania,ALB,2016,5334.727
Algeria,DZA,1900,0
Algeria,DZA,1901,0
Algeria,DZA,1902,0
Algeria,DZA,1903,0
Algeria,DZA,1904,0
Algeria,DZA,1905,0
Algeria,DZA,1906,0
Algeria,DZA,1907,0
Algeria,DZA,1908,0
Algeria,DZA,1909,0
Algeria,DZA,1910,0
Algeria,DZA,1911,0
Algeria,DZA,1912,0
Algeria,DZA,1913,0
Algeria,DZA,1914,0
Algeria,DZA,1915,0
Algeria,DZA,1916,2.071
Algeria,DZA,1917,2.061
Algeria,DZA,1918,2.05
Algeria,DZA,1919,2.038
Algeria,DZA,1920,2.022
Algeria,DZA,1921,0
Algeria,DZA,1922,1.985
Algeria,DZA,1923,1.964
Algeria,DZA,1924,3.884
Algeria,DZA,1925,3.842
Algeria,DZA,1926,1.9
Algeria,DZA,1927,1.879
Algeria,DZA,1928,1.858
Algeria,DZA,1929,5.507
Algeria,DZA,1930,3.621
Algeria,DZA,1931,1.784
Algeria,DZA,1932,1.755
Algeria,DZA,1933,1.724
Algeria,DZA,1934,0
Algeria,DZA,1935,0
Algeria,DZA,1936,0
Algeria,DZA,1937,0
Algeria,DZA,1938,0
Algeria,DZA,1939,0
Algeria,DZA,1940,0
Algeria,DZA,1941,0
Algeria,DZA,1942,0
Algeria,DZA,1943,0
Algeria,DZA,1944,1.437
Algeria,DZA,1945,0
Algeria,DZA,1946,0
Algeria,DZA,1947,0
Algeria,DZA,1948,0
Algeria,DZA,1949,0
Algeria,DZA,1950,3.932
Algeria,DZA,1951,9.022
Algeria,DZA,1952,58.238
Algeria,DZA,1953,105.565
Algeria,DZA,1954,88.805
Algeria,DZA,1955,65.442
Algeria,DZA,1956,39.518
Algeria,DZA,1957,23.819
Algeria,DZA,1958,474.533
Algeria,DZA,1959,1328.746
Algeria,DZA,1960,9078.629
Algeria,DZA,1961,16062.602
Algeria,DZA,1962,20524.968
Algeria,DZA,1963,23075.896
Algeria,DZA,1964,25206.636
Algeria,DZA,1965,24221.425
Algeria,DZA,1966,30324.214
Algeria,DZA,1967,33856.383
Algeria,DZA,1968,36109.728
Algeria,DZA,1969,36751.417
Algeria,DZA,1970,38844.538
Algeria,DZA,1971,28775.518
Algeria,DZA,1972,37833.264
Algeria,DZA,1973,38272.537
Algeria,DZA,1974,34448.58
Algeria,DZA,1975,32775.712
Algeria,DZA,1976,35551.449
Algeria,DZA,1977,36879.302
Algeria,DZA,1978,36578.745
Algeria,DZA,1979,36226.535
Algeria,DZA,1980,31185.591
Algeria,DZA,1981,26943.068
Algeria,DZA,1982,25980.81
Algeria,DZA,1983,24775.442
Algeria,DZA,1984,26070.196
Algeria,DZA,1985,24399.592
Algeria,DZA,1986,24404.997
Algeria,DZA,1987,24555.936
Algeria,DZA,1988,25014.875
Algeria,DZA,1989,25239.129
Algeria,DZA,1990,26347.208
Algeria,DZA,1991,25855.907
Algeria,DZA,1992,24311.95
Algeria,DZA,1993,23702.793
Algeria,DZA,1994,23113.129
Algeria,DZA,1995,22570.752
Algeria,DZA,1996,23450.542
Algeria,DZA,1997,24073.731
Algeria,DZA,1998,23645.305
Algeria,DZA,1999,22227.638
Algeria,DZA,2000,25021.804
Algeria,DZA,2001,24313.11
Algeria,DZA,2002,25882.73
Algeria,DZA,2003,28478.293
Algeria,DZA,2004,29722.673
Algeria,DZA,2005,30325.148
Algeria,DZA,2006,29800.809
Algeria,DZA,2007,29437.363
Algeria,DZA,2008,28383.339
Algeria,DZA,2009,25421.248
Algeria,DZA,2010,23848.363
Algeria,DZA,2011,22737.25
Algeria,DZA,2012,20909.417
Algeria,DZA,2013,19754.463
Algeria,DZA,2014,20548.072
Algeria,DZA,2015,19679.479
Algeria,DZA,2016,19621.757
Algeria,DZA,2017,18727.511
Algeria,DZA,2018,17992.888
Algeria,DZA,2019,17377.579
Algeria,DZA,2020,15275.913
Angola,AGO,1900,0
Angola,AGO,1901,0
Angola,AGO,1902,0
Angola,AGO,1903,0
Angola,AGO,1904,0
Angola,AGO,1905,0
Angola,AGO,1906,0
Angola,AGO,1907,0
Angola,AGO,1908,0
Angola,AGO,1909,0
Angola,AGO,1910,0
Angola,AGO,1911,0
Angola,AGO,1912,0
Angola,AGO,1913,0
Angola,AGO,1914,0
Angola,AGO,1915,0
Angola,AGO,1916,0
Angola,AGO,1917,0
Angola,AGO,1918,0
Angola,AGO,1919,0
Angola,AGO,1920,0
Angola,AGO,1921,0
Angola,AGO,1922,0
Angola,AGO,1923,0
Angola,AGO,1924,0
Angola,AGO,1925,0
Angola,AGO,1926,0
Angola,AGO,1927,0
Angola,AGO,1928,0
Angola,AGO,1929,0
Angola,AGO,1930,0
Angola,AGO,1931,0
Angola,AGO,1932,0
Angola,AGO,1933,0
Angola,AGO,1934,0
Angola,AGO,1935,0
Angola,AGO,1936,0
Angola,AGO,1937,0
Angola,AGO,1938,0
Angola,AGO,1939,0
Angola,AGO,1940,0
Angola,AGO,1941,0
Angola,AGO,1942,0
Angola,AGO,1943,0
Angola,AGO,1944,0
Angola,AGO,1945,0
Angola,AGO,1946,0
Angola,AGO,1947,0
Angola,AGO,1948,0
Angola,AGO,1949,0
Angola,AGO,1950,0
Angola,AGO,1951,0
Angola,AGO,1952,0
Angola,AGO,1953,0
Angola,AGO,1954,0
Angola,AGO,1955,0
Angola,AGO,1956,18.098
Angola,AGO,1957,22.246
Angola,AGO,1958,111.774
Angola,AGO,1959,110.233
Angola,AGO,1960,142.845
Angola,AGO,1961,218.663
Angola,AGO,1962,976.685
Angola,AGO,1963,1638.2
Angola,AGO,1964,1835.252
Angola,AGO,1965,1320.086
Angola,AGO,1966,1269.355
Angola,AGO,1967,1081.544
Angola,AGO,1968,1511.182
Angola,AGO,1969,4925.591
Angola,AGO,1970,10000.399
Angola,AGO,1971,11013.507
Angola,AGO,1972,13133.841
Angola,AGO,1973,14633.078
Angola,AGO,1974,14690.531
Angola,AGO,1975,12899.973
Angola,AGO,1976,12084.312
Angola,AGO,1977,10901.658
Angola,AGO,1978,9656.867
Angola,AGO,1979,10391.516
Angola,AGO,1980,10356.628
Angola,AGO,1981,9634.599
Angola,AGO,1982,8326.655
Angola,AGO,1983,11018.167
Angola,AGO,1984,12185.501
Angola,AGO,1985,13369.489
Angola,AGO,1986,15693.562
Angola,AGO,1987,19046.691
Angola,AGO,1988,23453.235
Angola,AGO,1989,22988.339
Angola,AGO,1990,22949.069
Angola,AGO,1991,23275.38
Angola,AGO,1992,24949.07
Angola,AGO,1993,22068.018
Angola,AGO,1994,23618.702
Angola,AGO,1995,25997.609
Angola,AGO,1996,28559.91
Angola,AGO,1997,28544.057
Angola,AGO,1998,27258.522
Angola,AGO,1999,26900.137
Angola,AGO,2000,26139.252
Angola,AGO,2001,25084.543
Angola,AGO,2002,29607.034
Angola,AGO,2003,27489.187
Angola,AGO,2004,33841.312
Angola,AGO,2005,37363.715
Angola,AGO,2006,39639.652
Angola,AGO,2007,45164.199
Angola,AGO,2008,49472.612
Angola,AGO,2009,44443.274
Angola,AGO,2010,44281.014
Angola,AGO,2011,39389.07
Angola,AGO,2012,39509.07
Angola,AGO,2013,38090.137
Angola,AGO,2014,35948.498
Angola,AGO,2015,36770.827
Angola,AGO,2016,34583.787
Angola,AGO,2017,31829.922
Angola,AGO,2018,27965.58
Angola,AGO,2019,25240.386
Angola,AGO,2020,22829.495
Argentina,ARG,1900,0
Argentina,ARG,1901,0
Argentina,ARG,1902,0
Argentina,ARG,1903,0
Argentina,ARG,1904,0
Argentina,ARG,1905,0
Argentina,ARG,1906,0
Argentina,ARG,1907,0
Argentina,ARG,1908,3.684
Argentina,ARG,1909,5.336
Argentina,ARG,1910,5.165
Argentina,ARG,1911,3.34
Argentina,ARG,1912,11.367
Argentina,ARG,1913,30.067
Argentina,ARG,1914,61.684
Argentina,ARG,1915,111.204
Argentina,ARG,1916,184.516
Argentina,ARG,1917,252.587
Argentina,ARG,1918,272.537
Argentina,ARG,1919,261.299
Argentina,ARG,1920,314.83
Argentina,ARG,1921,386.792
Argentina,ARG,1922,546.299
Argentina,ARG,1923,600.524
Argentina,ARG,1924,794.275
Argentina,ARG,1925,1010.448
Argentina,ARG,1926,1267.603
Argentina,ARG,1927,1350.026
Argentina,ARG,1928,1374.455
Argentina,ARG,1929,1382.601
Argentina,ARG,1930,1292.691
Argentina,ARG,1931,1600.628
Argentina,ARG,1932,1781.103
Argentina,ARG,1933,1821.173
Argentina,ARG,1934,1832.717
Argentina,ARG,1935,1836.104
Argentina,ARG,1936,1959.284
Argentina,ARG,1937,2036.734
Argentina,ARG,1938,2090.383
Argentina,ARG,1939,2237.469
Argentina,ARG,1940,2432.384
Argentina,ARG,1941,2551.491
Argentina,ARG,1942,2696.377
Argentina,ARG,1943,2770.937
Argentina,ARG,1944,2652.723
Argentina,ARG,1945,2457.669
Argentina,ARG,1946,2191.716
Argentina,ARG,1947,2258.64
Argentina,ARG,1948,2355.564
Argentina,ARG,1949,2248.045
Argentina,ARG,1950,2291.475
Argentina,ARG,1951,2341.333
Argentina,ARG,1952,2328.233
Argentina,ARG,1953,2622.398
Argentina,ARG,1954,2666.729
Argentina,ARG,1955,2701.787
Argentina,ARG,1956,2697.118
Argentina,ARG,1957,2901.459
Argentina,ARG,1958,2995.246
Argentina,ARG,1959,3681.876
Argentina,ARG,1960,5188.759
Argentina,ARG,1961,6565.504
Argentina,ARG,1962,7540.55
Argentina,ARG,1963,7342.05
Argentina,ARG,1964,7462.585
Argentina,ARG,1965,7224.13
Argentina,ARG,1966,7571.311
Argentina,ARG,1967,8131.863
Argentina,ARG,1968,8778.413
Argentina,ARG,1969,8954.208
Argentina,ARG,1970,9740.39
Argentina,ARG,1971,10341.04
Argentina,ARG,1972,10481.237
Argentina,ARG,1973,10026.217
Argentina,ARG,1974,9657.945
Argentina,ARG,1975,9109.729
Argentina,ARG,1976,9039.379
Argentina,ARG,1977,9623.677
Argentina,ARG,1978,9974.882
Argentina,ARG,1979,10278.252
Argentina,ARG,1980,10533.769
Argentina,ARG,1981,10562.096
Argentina,ARG,1982,10328.147
Argentina,ARG,1983,10201.296
Argentina,ARG,1984,9832.79
Argentina,ARG,1985,9298.455
Argentina,ARG,1986,8663.565
Argentina,ARG,1987,8418.283
Argentina,ARG,1988,8710.768
Argentina,ARG,1989,8765.5
Argentina,ARG,1990,9069.263
Argentina,ARG,1991,9099.659
Argentina,ARG,1992,10072.987
Argentina,ARG,1993,10636.378
Argentina,ARG,1994,11666.622
Argentina,ARG,1995,12507.81
Argentina,ARG,1996,13467.77
Argentina,ARG,1997,14150.607
Argentina,ARG,1998,14198.488
Argentina,ARG,1999,13295.269
Argentina,ARG,2000,13042.059
Argentina,ARG,2001,13705.9
Argentina,ARG,2002,13355.997
Argentina,ARG,2003,13158.612
Argentina,ARG,2004,12395.585
Argentina,ARG,2005,11772.382
Argentina,ARG,2006,11672.415
Argentina,ARG,2007,11199.246
Argentina,ARG,2008,10969.761
Argentina,ARG,2009,9780.152
Argentina,ARG,2010,9463.801
Argentina,ARG,2011,8777.375
Argentina,ARG,2012,8590.02
Argentina,ARG,2013,8319.8
Argentina,ARG,2014,8124.648
Argentina,ARG,2015,8112.083
Argentina,ARG,2016,7653.136
Argentina,ARG,2017,7210.367
Argentina,ARG,2018,7220.678
Argentina,ARG,2019,7488.702
Argentina,ARG,2020,7113.191
Armenia,ARM,1992,0
Armenia,ARM,1993,0
Armenia,ARM,1994,0
Armenia,ARM,1995,0
Armenia,ARM,1996,0
Armenia,ARM,1997,0
Armenia,ARM,1998,0
Armenia,ARM,1999,0
Armenia,ARM,2000,0
Armenia,ARM,2001,0
Armenia,ARM,2002,0
Armenia,ARM,2003,0
Armenia,ARM,2004,0
Armenia,ARM,2005,0
Armenia,ARM,2006,0
Armenia,ARM,2007,0
Armenia,ARM,2008,0
Armenia,ARM,2009,0
Armenia,ARM,2010,0
Armenia,ARM,2011,0
Armenia,ARM,2012,0
Armenia,ARM,2013,0
Armenia,ARM,2014,0
Armenia,ARM,2015,0
Armenia,ARM,2016,0
Australia,AUS,1900,0
Australia,AUS,1901,0
Australia,AUS,1902,0
Australia,AUS,1903,0
Australia,AUS,1904,0
Australia,AUS,1905,0
Australia,AUS,1906,0
Australia,AUS,1907,0
Australia,AUS,1908,0
Australia,AUS,1909,0
Australia,AUS,1910,0
Australia,AUS,1911,0
Australia,AUS,1912,0
Australia,AUS,1913,0
Australia,AUS,1914,0
Australia,AUS,1915,0
Australia,AUS,1916,0
Australia,AUS,1917,0
Australia,AUS,1918,0
Australia,AUS,1919,0
Australia,AUS,1920,0
Australia,AUS,1921,0
Australia,AUS,1922,0
Australia,AUS,1923,0
Australia,AUS,1924,0
Australia,AUS,1925,0
Australia,AUS,1926,0
Australia,AUS,1927,0
Australia,AUS,1928,0
Australia,AUS,1929,0
Australia,AUS,1930,0
Australia,AUS,1931,0
Australia,AUS,1932,0
Australia,AUS,1933,0
Australia,AUS,1934,0
Australia,AUS,1935,0
Australia,AUS,1936,0
Australia,AUS,1937,0
Australia,AUS,1938,0
Australia,AUS,1939,0
Australia,AUS,1940,0
Australia,AUS,1941,0
Australia,AUS,1942,0
Australia,AUS,1943,0
Australia,AUS,1944,0
Australia,AUS,1945,0
Australia,AUS,1946,0
Australia,AUS,1947,0
Australia,AUS,1948,0
Australia,AUS,1949,0
Australia,AUS,1950,0
Australia,AUS,1951,0
Australia,AUS,1952,0
Australia,AUS,1953,0
Australia,AUS,1954,0
Australia,AUS,1955,0
Australia,AUS,1956,0
Australia,AUS,1957,0
Australia,AUS,1958,0
Australia,AUS,1959,0
Australia,AUS,1960,0
Australia,AUS,1961,0
Australia,AUS,1962,0
Australia,AUS,1963,0
Australia,AUS,1964,199.694
Australia,AUS,1965,355.901
Australia,AUS,1966,446.527
Australia,AUS,1967,1015.083
Australia,AUS,1968,1841.41
Australia,AUS,1969,2067.576
Australia,AUS,1970,7913.261
Australia,AUS,1971,13613.027
Australia,AUS,1972,14295.842
Australia,AUS,1973,17658.646
Australia,AUS,1974,17248.606
Australia,AUS,1975,18257.222
Australia,AUS,1976,18477.624
Australia,AUS,1977,19331.491
Australia,AUS,1978,18927.784
Australia,AUS,1979,18781.884
Australia,AUS,1980,17410.044
Australia,AUS,1981,16740.749
Australia,AUS,1982,16284.639
Australia,AUS,1983,15627.023
Australia,AUS,1984,19969.934
Australia,AUS,1985,22781.445
Australia,AUS,1986,20028.697
Australia,AUS,1987,20939.795
Australia,AUS,1988,19547.974
Australia,AUS,1989,18148.437
Australia,AUS,1990,20759.834
Australia,AUS,1991,19359.195
Australia,AUS,1992,18845.159
Australia,AUS,1993,17376.747
Australia,AUS,1994,18503.73
Australia,AUS,1995,17235.18
Australia,AUS,1996,17944.97
Australia,AUS,1997,18841.111
Australia,AUS,1998,17648.088
Australia,AUS,1999,17005.222
Australia,AUS,2000,22714.269
Australia,AUS,2001,20794.697
Australia,AUS,2002,20445.355
Australia,AUS,2003,17496.314
Australia,AUS,2004,15083.724
Australia,AUS,2005,14597.499
Australia,AUS,2006,13103.051
Australia,AUS,2007,13694.849
Australia,AUS,2008,13393.16
Australia,AUS,2009,12892.782
Australia,AUS,2010,12933.404
Australia,AUS,2011,11108.774
Australia,AUS,2012,10857.538
Australia,AUS,2013,8906.522
Australia,AUS,2014,9411.666
Australia,AUS,2015,8254.208
Australia,AUS,2016,7445.573
Australia,AUS,2017,6652.396
Australia,AUS,2018,6863.273
Australia,AUS,2019,8890.799
Australia,AUS,2020,8965.814
Austria,AUT,1900,0
Austria,AUT,1901,0
Austria,AUT,1902,1.906
Austria,AUT,1903,1.886
Austria,AUT,1904,1.867
Austria,AUT,1905,1.848
Austria,AUT,1906,1.829
Austria,AUT,1907,1.811
Austria,AUT,1908,3.585
Austria,AUT,1909,3.558
Austria,AUT,1910,3.539
Austria,AUT,1911,1.765
Austria,AUT,1912,1.765
Austria,AUT,1913,1.769
Austria,AUT,1914,1.773
Austria,AUT,1915,1.778
Austria,AUT,1916,0
Austria,AUT,1917,0
Austria,AUT,1918,0
Austria,AUT,1919,0
Austria,AUT,1920,0
Austria,AUT,1921,0
Austria,AUT,1922,0
Austria,AUT,1923,0
Austria,AUT,1924,0
Austria,AUT,1925,0
Austria,AUT,1926,0
Austria,AUT,1927,0
Austria,AUT,1928,0
Austria,AUT,1929,0
Austria,AUT,1930,0
Austria,AUT,1931,0
Austria,AUT,1932,0
Austria,AUT,1933,1.736
Austria,AUT,1934,6.943
Austria,AUT,1935,12.146
Austria,AUT,1936,13.876
Austria,AUT,1937,57.222
Austria,AUT,1938,98.807
Austria,AUT,1939,249.386
Austria,AUT,1940,714.151
Austria,AUT,1941,1125
Austria,AUT,1942,1498.725
Austria,AUT,1943,1893.248
Austria,AUT,1944,2073.165
Austria,AUT,1945,757.997
Austria,AUT,1946,1434.495
Austria,AUT,1947,1539.636
Austria,AUT,1948,1601.899
Austria,AUT,1949,1933.296
Austria,AUT,1950,2848.634
Austria,AUT,1951,3830.614
Austria,AUT,1952,4637.779
Austria,AUT,1953,5401.508
Austria,AUT,1954,5775.959
Austria,AUT,1955,6131.618
Austria,AUT,1956,5721.846
Austria,AUT,1957,5304.133
Austria,AUT,1958,4706.158
Austria,AUT,1959,4062.58
Austria,AUT,1960,4026.471
Austria,AUT,1961,3853.152
Austria,AUT,1962,3890.3
Austria,AUT,1963,4228.513
Austria,AUT,1964,4268.237
Austria,AUT,1965,4545.24
Austria,AUT,1966,4361.112
Austria,AUT,1967,4221.423
Austria,AUT,1968,4258.324
Austria,AUT,1969,4288.556
Austria,AUT,1970,4329.395
Austria,AUT,1971,3875.469
Austria,AUT,1972,3801.439
Austria,AUT,1973,3942.885
Austria,AUT,1974,3412.926
Austria,AUT,1975,3101.768
Austria,AUT,1976,2939.179
Austria,AUT,1977,2721.486
Austria,AUT,1978,2729.204
Austria,AUT,1979,2638.089
Austria,AUT,1980,2456.138
Austria,AUT,1981,2179.455
Austria,AUT,1982,2264.922
Austria,AUT,1983,2179.86
Austria,AUT,1984,2014.188
Austria,AUT,1985,1922.522
Austria,AUT,1986,1919.869
Austria,AUT,1987,1807.79
Austria,AUT,1988,2000.628
Austria,AUT,1989,1987.97
Austria,AUT,1990,1894.9
Austria,AUT,1991,2214.709
Austria,AUT,1992,1950.822
Austria,AUT,1993,1842.967
Austria,AUT,1994,1743.339
Austria,AUT,1995,1887.578
Austria,AUT,1996,1789.919
Austria,AUT,1997,1564.274
Austria,AUT,1998,1694.596
Austria,AUT,1999,1497.677
Austria,AUT,2000,1578.495
Austria,AUT,2001,1598.611
Austria,AUT,2002,1644.862
Austria,AUT,2003,1579.757
Austria,AUT,2004,1589.102
Austria,AUT,2005,1423.786
Austria,AUT,2006,1468.514
Austria,AUT,2007,1499.766
Austria,AUT,2008,1465.449
Austria,AUT,2009,1469.537
Austria,AUT,2010,1504.64
Austria,AUT,2011,1562.373
Austria,AUT,2012,1505.452
Austria,AUT,2013,1270.667
Austria,AUT,2014,1337.602
Austria,AUT,2015,1277.764
Austria,AUT,2016,1120.279
Azerbaijan,AZE,1985,23080.496
Azerbaijan,AZE,1986,22389.698
Azerbaijan,AZE,1987,23467.561
Azerbaijan,AZE,1988,22795.376
Azerbaijan,AZE,1989,21475.157
Azerbaijan,AZE,1990,20071.774
Azerbaijan,AZE,1991,18609.562
Azerbaijan,AZE,1992,17426.033
Azerbaijan,AZE,1993,15724.939
Azerbaijan,AZE,1994,14474.186
Azerbaijan,AZE,1995,13703.517
Azerbaijan,AZE,1996,13472.964
Azerbaijan,AZE,1997,13246.077
Azerbaijan,AZE,1998,16665.017
Azerbaijan,AZE,1999,20000.572
Azerbaijan,AZE,2000,20143.746
Azerbaijan,AZE,2001,21251.617
Azerbaijan,AZE,2002,21545.611
Azerbaijan,AZE,2003,21389.415
Azerbaijan,AZE,2004,21279.381
Azerbaijan,AZE,2005,30256.815
Azerbaijan,AZE,2006,43483.84
Azerbaijan,AZE,2007,57801.689
Azerbaijan,AZE,2008,59757.757
Azerbaijan,AZE,2009,66287.894
Azerbaijan,AZE,2010,66075.008
Azerbaijan,AZE,2011,58612.357
Azerbaijan,AZE,2012,54904.887
Azerbaijan,AZE,2013,54330.525
Azerbaijan,AZE,2014,52013.991
Azerbaijan,AZE,2015,50785.056
Azerbaijan,AZE,2016,49486.541
Azerbaijan,AZE,2017,46175.111
Azerbaijan,AZE,2018,45818.839
Azerbaijan,AZE,2019,43977.63
Azerbaijan,AZE,2020,40260.651
Bahrain,BHR,1900,0
Bahrain,BHR,1901,0
Bahrain,BHR,1902,0
Bahrain,BHR,1903,0
Bahrain,BHR,1904,0
Bahrain,BHR,1905,0
Bahrain,BHR,1906,0
Bahrain,BHR,1907,0
Bahrain,BHR,1908,0
Bahrain,BHR,1909,0
Bahrain,BHR,1910,0
Bahrain,BHR,1911,0
Bahrain,BHR,1912,0
Bahrain,BHR,1913,0
Bahrain,BHR,1914,0
Bahrain,BHR,1915,0
Bahrain,BHR,1916,0
Bahrain,BHR,1917,0
Bahrain,BHR,1918,0
Bahrain,BHR,1919,0
Bahrain,BHR,1920,0
Bahrain,BHR,1921,0
Bahrain,BHR,1922,0
Bahrain,BHR,1923,0
Bahrain,BHR,1924,0
Bahrain,BHR,1925,0
Bahrain,BHR,1926,0
